lieu,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
"39 Quai d'Anjou, 75004 Paris",48.852299,2.357319,39 Quai d'Anjou 75004 Paris,0.9652581818181818,0.5768114285714285,housenumber,75104_0350_00039,39,39 Quai d'Anjou,Quai d'Anjou,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"252, rue Saint Jacques, 75005 Paris",48.843688,2.341585,252 Rue Saint-Jacques 75005 Paris,0.9777781818181817,0.6517607188160677,housenumber,75105_8648_00252,252,252 Rue Saint-Jacques,Rue Saint-Jacques,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"3/5 Rue Raspail, 94200 Ivry sur seine",48.809391,2.389594,Rue Raspail 94200 Ivry-sur-Seine,0.8683775324675324,,street,94041_7941,,Rue Raspail,Rue Raspail,94200,Ivry-sur-Seine,"94, Val-de-Marne, Île-de-France",94041,,,,ok
"44 bd des Batignolles, 75017 Paris",48.885791,2.319659,44 Rue des Batignolles 75017 Paris,0.8008068686868686,0.7724118181818181,housenumber,75117_0720_00044,44,44 Rue des Batignolles,Rue des Batignolles,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"44 bd des Batignolles, 75017 Paris",48.885791,2.319659,44 Rue des Batignolles 75017 Paris,0.8008068686868686,0.7724118181818181,housenumber,75117_0720_00044,44,44 Rue des Batignolles,Rue des Batignolles,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"44 bd des Batignolles, 75017 Paris",48.885791,2.319659,44 Rue des Batignolles 75017 Paris,0.8008068686868686,0.7724118181818181,housenumber,75117_0720_00044,44,44 Rue des Batignolles,Rue des Batignolles,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"1 place du bicentenaire de la révolution Française, 93290 Tremblay en france",48.942762,2.570412,1 Pl B Revolution Francaise 93290 Tremblay-en-France,0.632028947368421,0.5257641204250295,housenumber,93073_p3ig3f_00001,1,1 Pl B Revolution Francaise,Pl B Revolution Francaise,93290,Tremblay-en-France,"93, Seine-Saint-Denis, Île-de-France",93073,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"12 rue Louis Armand, 91220 Brétigny sur orge",48.621399,2.30965,12 Rue Louis Armand 91220 Brétigny-sur-Orge,0.9604663636363636,,housenumber,91103_1722_00012,12,12 Rue Louis Armand,Rue Louis Armand,91220,Brétigny-sur-Orge,"91, Essonne, Île-de-France",91103,,,,ok
"16 rue Collette Magny, 75019 Paris",48.895083,2.376169,16 Rue Colette Magny 75019 Paris,0.9459181818181818,,housenumber,75119_2186_00016,16,16 Rue Colette Magny,Rue Colette Magny,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"1 rue du Paradis, 29000 Quimper",47.996246,-4.108013,Rue du Paradis 29000 Quimper,0.9016540752351097,,street,29232_4740,,Rue du Paradis,Rue du Paradis,29000,Quimper,"29, Finistère, Bretagne",29232,,,,ok
"296 rue Saint Honoré, 75001 Paris",48.864954,2.332239,296 Rue Saint-Honoré 75001 Paris,0.9734536363636364,0.6508250776053215,housenumber,75101_8635_00296,296,296 Rue Saint-Honoré,Rue Saint-Honoré,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"337 rue de Belleville, 75019 Paris",48.876788,2.405002,337 Rue de Belleville 75019 Paris,0.9826572727272728,0.5543827272727273,housenumber,75119_0833_00337,337,337 Rue de Belleville,Rue de Belleville,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"21 rue Yves Toudic, 75010 Paris",48.870642,2.363078,21 Rue Yves Toudic 75010 Paris,0.9723745454545454,0.8451209090909091,housenumber,75110_9988_00021,21,21 Rue Yves Toudic,Rue Yves Toudic,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"Place Gaston et Georges Brigot, 02400 Brasles",49.047872,3.427339,Place Georges et Gaston Brigot 02400 Brasles,0.9425136363636363,0.940670909090909,street,02114_fz4k7c,,Place Georges et Gaston Brigot,Place Georges et Gaston Brigot,02400,Brasles,"02, Aisne, Hauts-de-France",02114,,,,ok
"1 place de france, 91300 Massy",48.731764,2.289592,1 Place de France 91300 Massy,0.9627763636363635,0.6504807792207792,housenumber,91377_1770_00001,1,1 Place de France,Place de France,91300,Massy,"91, Essonne, Île-de-France",91377,,,,ok
"1 boulevard Poissonnière, 75002 Paris",48.870556,2.347666,1 Boulevard Poissonnière 75002 Paris,0.962241818181818,0.63990331002331,housenumber,75102_7560_00001,1,1 Boulevard Poissonnière,Boulevard Poissonnière,75002,Paris,"75, Paris, Île-de-France",75102,,,Paris 2e Arrondissement,ok
"8 cours de la Marne, 33800 Bordeaux",44.830639,-0.571438,8 Cours de la Marne 33800 Bordeaux,0.9852854545454545,0.7480164593301434,housenumber,33063_6065_00008,8,8 Cours de la Marne,Cours de la Marne,33800,Bordeaux,"33, Gironde, Nouvelle-Aquitaine",33063,,,,ok
"Place Saint Germain des Prés, 75006 Paris",48.854182,2.333399,Place Saint-Germain des Prés 75006 Paris,0.9616736363636363,0.5376821212121212,street,75106_8622,,Place Saint-Germain des Prés,Place Saint-Germain des Prés,75006,Paris,"75, Paris, Île-de-France",75106,,,Paris 6e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"186 avenue Daumesnil, 75012 Paris",48.838463,2.398022,186 Avenue Daumesnil 75012 Paris,0.984810909090909,0.7793009090909091,housenumber,75112_2584_00186,186,186 Avenue Daumesnil,Avenue Daumesnil,75012,Paris,"75, Paris, Île-de-France",75112,,,Paris 12e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"9 rue de Courcelles, 75008 Paris",48.873814,2.310576,9 Rue de Courcelles 75008 Paris,0.9717127272727272,0.6510572727272727,housenumber,75108_2387_00009,9,9 Rue de Courcelles,Rue de Courcelles,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"5, rue Biot, 75017 Paris",48.883969,2.326383,5 Rue Biot 75017 Paris,0.9743509090909089,,housenumber,75117_0976_00005,5,5 Rue Biot,Rue Biot,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"Bâtiment 425-427, rue de Chevreuse, 91400 Orsay",48.703482,2.185046,Rue de Chevreuse 91400 Orsay,0.6098694214876033,0.48571,street,91471_0690,,Rue de Chevreuse,Rue de Chevreuse,91400,Orsay,"91, Essonne, Île-de-France",91471,,,,ok
"1 Avenue Louis Aragon, 91130 Ris orangis",48.637104,2.404611,1 Rue Louis Aragon 91130 Ris-Orangis,0.7968045454545454,0.5128909090909091,housenumber,91521_5l76vx_00001,1,1 Rue Louis Aragon,Rue Louis Aragon,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"15 boulevard des Nations Unies, 92190 Meudon",48.813312,2.235876,15 Boulevard des Nations Unies 92190 Meudon,0.9687754545454544,,housenumber,92048_1760_00015,15,15 Boulevard des Nations Unies,Boulevard des Nations Unies,92190,Meudon,"92, Hauts-de-Seine, Île-de-France",92048,,,,ok
"77 rue de Montreuil, 75011 Paris",48.850498,2.391436,77 Rue de Montreuil 75011 Paris,0.980391818181818,,housenumber,75111_6530_00077,77,77 Rue de Montreuil,Rue de Montreuil,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
"41 rue du docteur Maurice Tènine, 94260 Fresnes",48.75525,2.326389,41 Rue Maurice Ténine 94260 Fresnes,0.7473423232323232,,housenumber,94034_6150_00041,41,41 Rue Maurice Ténine,Rue Maurice Ténine,94260,Fresnes,"94, Val-de-Marne, Île-de-France",94034,,,,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"9 rue de Courcelles, 75008 Paris",48.873814,2.310576,9 Rue de Courcelles 75008 Paris,0.9717127272727272,0.6510572727272727,housenumber,75108_2387_00009,9,9 Rue de Courcelles,Rue de Courcelles,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"119 rue La Fayette, 75010 Paris",48.878354,2.352993,119 Rue la Fayette 75010 Paris,0.9786190909090908,,housenumber,75110_5240_00119,119,119 Rue la Fayette,Rue la Fayette,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"95 rue de Passy, 75016 Paris",48.858046,2.275407,95 Rue de Passy 75016 Paris,0.9795318181818181,0.6922190909090907,housenumber,75116_7087_00095,95,95 Rue de Passy,Rue de Passy,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
"4 square violette, 42000 Saint etienne",45.436735,4.390707,4 Rue Violette 42000 Saint-Étienne,0.7554597902097903,0.5480827272727273,housenumber,42218_9020_00004,4,4 Rue Violette,Rue Violette,42000,Saint-Étienne,"42, Loire, Auvergne-Rhône-Alpes",42218,,,,ok
"12 Rue de l'Echiquier, 75010 Paris",48.871244,2.352127,12 Rue de l'Echiquier 75010 Paris,0.9738218181818181,,housenumber,75110_3084_00012,12,12 Rue de l'Echiquier,Rue de l'Echiquier,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"Port de la Gare, 75013 Paris",48.834914,2.377237,Port de la Gare 75013 Paris,0.9707045454545453,0.5931357575757575,street,75113_3951,,Port de la Gare,Port de la Gare,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"1 rue Maryse Bastié, 69500 Bron",45.726921,4.920796,1 Rue Maryse Bastié 69500 Bron,0.9669790909090908,,housenumber,69029_1192_00001,1,1 Rue Maryse Bastié,Rue Maryse Bastié,69500,Bron,"69, Rhône, Auvergne-Rhône-Alpes",69029,,,,ok
"21-23 Avenue du général de Gaulle, 47000 Agen",44.203221,0.611397,23 Avenue du Général de Gaulle 47000 Agen,0.9088332346723044,,housenumber,47001_1586_00023,23,23 Avenue du Général de Gaulle,Avenue du Général de Gaulle,47000,Agen,"47, Lot-et-Garonne, Nouvelle-Aquitaine",47001,,,,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"53 rue des saules, 75018 Paris",48.890751,2.340416,53 Rue des Saules 75018 Paris,0.9781327272727273,,housenumber,75118_8834_00053,53,53 Rue des Saules,Rue des Saules,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"Place de la Madeleine, 75008 Paris",48.870062,2.324455,Place de la Madeleine 75008 Paris,0.9685063636363637,0.7248128229665071,street,75108_5891,,Place de la Madeleine,Place de la Madeleine,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"3/5 Rue Raspail, 94200 Ivry sur seine",48.809391,2.389594,Rue Raspail 94200 Ivry-sur-Seine,0.8683775324675324,,street,94041_7941,,Rue Raspail,Rue Raspail,94200,Ivry-sur-Seine,"94, Val-de-Marne, Île-de-France",94041,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"4 square violette, 42000 Saint etienne",45.436735,4.390707,4 Rue Violette 42000 Saint-Étienne,0.7554597902097903,0.5480827272727273,housenumber,42218_9020_00004,4,4 Rue Violette,Rue Violette,42000,Saint-Étienne,"42, Loire, Auvergne-Rhône-Alpes",42218,,,,ok
"29 rue Debussy, 17000 La rochelle",46.159398,-1.13624,29 Rue Debussy 17000 La Rochelle,0.9700627272727272,,housenumber,17300_2360_00029,29,29 Rue Debussy,Rue Debussy,17000,La Rochelle,"17, Charente-Maritime, Nouvelle-Aquitaine",17300,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"12/16 Rue de la liberation, 95880 Enghien les bains",48.971934,2.305204,16 Rue de la Libération 95880 Enghien-les-Bains,0.9075595547309833,,housenumber,95210_0380_00016,16,16 Rue de la Libération,Rue de la Libération,95880,Enghien-les-Bains,"95, Val-d'Oise, Île-de-France",95210,,,,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"5 rue de la Huchette, 75005 Paris",48.852799,2.3463,5 Rue de la Huchette 75005 Paris,0.9703172727272728,,housenumber,75105_4678_00005,5,5 Rue de la Huchette,Rue de la Huchette,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"3 rue des Anciennes Mairies, 92000 Nanterre",48.890496,2.197299,3 Rue des Anciennes Mairies 92000 Nanterre,0.9696163636363636,,housenumber,92050_0066_00003,3,3 Rue des Anciennes Mairies,Rue des Anciennes Mairies,92000,Nanterre,"92, Hauts-de-Seine, Île-de-France",92050,,,,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"Port de la Gare, 75013 Paris",48.834914,2.377237,Port de la Gare 75013 Paris,0.9707045454545453,0.5931357575757575,street,75113_3951,,Port de la Gare,Port de la Gare,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
"3/5 Rue Raspail, 94200 Ivry sur seine",48.809391,2.389594,Rue Raspail 94200 Ivry-sur-Seine,0.8683775324675324,,street,94041_7941,,Rue Raspail,Rue Raspail,94200,Ivry-sur-Seine,"94, Val-de-Marne, Île-de-France",94041,,,,ok
"23 rue Hoche, 94200 Ivry sur seine",48.811028,2.378266,23 Rue Hoche 94200 Ivry-sur-Seine,0.9737127272727272,0.7357470396270396,housenumber,94041_4451_00023,23,23 Rue Hoche,Rue Hoche,94200,Ivry-sur-Seine,"94, Val-de-Marne, Île-de-France",94041,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"8 Place du Général Valluy, 42800 Rive de gier",45.528582,4.617496,8 Place du Général Valluy 42800 Rive-de-Gier,0.9528263636363635,,housenumber,42186_0313_00008,8,8 Place du Général Valluy,Place du Général Valluy,42800,Rive-de-Gier,"42, Loire, Auvergne-Rhône-Alpes",42186,,,,ok
"95 rue Roublot, 94120 Fontenay sous bois",48.85119,2.458815,95 Rue Roublot 94120 Fontenay-sous-Bois,0.9745572727272728,,housenumber,94033_8185_00095,95,95 Rue Roublot,Rue Roublot,94120,Fontenay-sous-Bois,"94, Val-de-Marne, Île-de-France",94033,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"all Ferme, 77186 Noisiel",48.844144,2.626057,Allée de la Ferme 77186 Noisiel,0.665239413489736,0.5355946753246753,street,77337_7mql6q,,Allée de la Ferme,Allée de la Ferme,77186,Noisiel,"77, Seine-et-Marne, Île-de-France",77337,,,,ok
"1-5, place de la Libération, 93150 Le blanc mesnil",48.943472,2.466627,Place de la Libération 93150 Le Blanc-Mesnil,0.887048742746615,,street,93007_1545,,Place de la Libération,Place de la Libération,93150,Le Blanc-Mesnil,"93, Seine-Saint-Denis, Île-de-France",93007,,,,ok
"1 rue des prêtres Saint-Séverin, 75005 Paris",48.852161,2.345353,1 Rue des Prêtres Saint-Séverin 75005 Paris,0.96437,,housenumber,75105_7817_00001,1,1 Rue des Prêtres Saint-Séverin,Rue des Prêtres Saint-Séverin,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"7 Rue des Augustins, 64100 Bayonne",43.489135,-1.475917,7 Rue des Augustins 64100 Bayonne,0.9670736363636364,0.4996355391120507,housenumber,64102_0210_00007,7,7 Rue des Augustins,Rue des Augustins,64100,Bayonne,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64102,,,,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"60 rue des lombards, 75001 Paris",48.859865,2.347731,60 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00060,60,60 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"39 Quai d'Anjou, 75004 Paris",48.852299,2.357319,39 Quai d'Anjou 75004 Paris,0.9652581818181818,0.5768114285714285,housenumber,75104_0350_00039,39,39 Quai d'Anjou,Quai d'Anjou,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"157 avenue du Général de Gaulle, 84300 Cavaillon",43.840684,5.039605,157 Avenue du General de Gaulle 84300 Cavaillon,0.9607427272727271,,housenumber,84035_0722_00157,157,157 Avenue du General de Gaulle,Avenue du General de Gaulle,84300,Cavaillon,"84, Vaucluse, Provence-Alpes-Côte d'Azur",84035,,,,ok
"1 Rue Saint-Julien le Pauvre, 75005 Paris",48.85214,2.346864,1 Rue Saint-Julien Le Pauvre 75005 Paris,0.9648036363636364,,housenumber,75105_8665_00001,1,1 Rue Saint-Julien Le Pauvre,Rue Saint-Julien Le Pauvre,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"39 Quai d'Anjou, 75004 Paris",48.852299,2.357319,39 Quai d'Anjou 75004 Paris,0.9652581818181818,0.5768114285714285,housenumber,75104_0350_00039,39,39 Quai d'Anjou,Quai d'Anjou,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
"3/5 Rue Raspail, 94200 Ivry sur seine",48.809391,2.389594,Rue Raspail 94200 Ivry-sur-Seine,0.8683775324675324,,street,94041_7941,,Rue Raspail,Rue Raspail,94200,Ivry-sur-Seine,"94, Val-de-Marne, Île-de-France",94041,,,,ok
"95 rue Roublot, 94120 Fontenay sous bois",48.85119,2.458815,95 Rue Roublot 94120 Fontenay-sous-Bois,0.9745572727272728,,housenumber,94033_8185_00095,95,95 Rue Roublot,Rue Roublot,94120,Fontenay-sous-Bois,"94, Val-de-Marne, Île-de-France",94033,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
